County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD F-150 LARIAT,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116â€ DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GMC SIERRA EV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAMBORGHINI REVUELTO,LAND ROVER RANGE ROVER,LAND ROVER RANGE ROVER SPORT,LEXUS NX,LEXUS RX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,PORSCHE TAYCAN 4S,PORSCHE TAYCAN TURBO/TURBO S,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Lubbock,,,1.0,,,6.0,7.0,1.0,4.0,8.0,8.0,,,,6.0,9.0,,6.0,6.0,3.0,1.0,3.0,4.0,8.0,8.0,1.0,,,,,6.0,4.0,10.0,14.0,3.0,,,34.0,20.0,,2.0,,,,1.0,,,,5.0,3.0,18.0,,,20.0,31.0,,2.0,,2.0,,,,,4.0,3.0,,,,10.0,1.0,,4.0,,4.0,,1.0,1.0,2.0,,,1.0,17.0,45.0,,12.0,4.0,10.0,,1.0,,28.0,,,2.0,6.0,1.0,6.0,,8.0,1.0,,,3.0,19.0,,,,1.0,5.0,1.0,3.0,5.0,,,1.0,4.0,,,3.0,3.0,,2.0,,24.0,26.0,1.0,,,3.0,,5.0,2.0,2.0,,,,8.0,4.0,,,2.0,,,,19.0,245.0,56.0,41.0,168.0,,,5.0,2.0,19.0,,18.0,,1.0,7.0,1.0,1.0,,,,2.0,21.0,31.0,,,,1201.0
Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,1.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,16.0
Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,3.0,1.0,,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,23.0
Marion,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,20.0
Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,7.0
Mason,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,14.0
Matagorda,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,2.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,4.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,12.0,1.0,,6.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,57.0
Maverick,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,2.0,,,,,,,,2.0,,,,1.0,5.0,4.0,,1.0,,,,,,,,,,3.0,1.0,,3.0,3.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,7.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,23.0,5.0,1.0,16.0,,,3.0,,3.0,,1.0,,,,,,,,,,,,,,,104.0
McCulloch,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,9.0
McLennan,,1.0,2.0,,,1.0,3.0,,,2.0,,,,,9.0,5.0,,4.0,4.0,1.0,1.0,5.0,1.0,,8.0,1.0,,,,,12.0,6.0,12.0,36.0,4.0,1.0,3.0,27.0,31.0,,,,,,1.0,,,,6.0,13.0,29.0,1.0,2.0,27.0,51.0,,1.0,,1.0,,1.0,,,5.0,3.0,,,,5.0,3.0,2.0,7.0,,3.0,,,2.0,,,,1.0,18.0,32.0,,23.0,5.0,13.0,,3.0,2.0,8.0,,,,4.0,,1.0,1.0,4.0,3.0,,2.0,1.0,7.0,,,,,2.0,1.0,3.0,1.0,,,,,,,2.0,,4.0,2.0,,14.0,28.0,,,,3.0,,1.0,2.0,1.0,,,,14.0,6.0,,,,,,6.0,13.0,255.0,57.0,30.0,217.0,,,2.0,3.0,20.0,,14.0,,2.0,16.0,,1.0,,,,1.0,5.0,8.0,,,,1205.0
Medina,,1.0,,,,1.0,1.0,,2.0,3.0,,,,,2.0,2.0,,1.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,4.0,5.0,6.0,9.0,4.0,,,14.0,7.0,,,,,,1.0,,,,2.0,,8.0,,,11.0,15.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,4.0,11.0,,2.0,1.0,2.0,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,3.0,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,,2.0,1.0,,,,,,,3.0,58.0,19.0,5.0,50.0,,,2.0,,5.0,,3.0,,,,,,,,,,,1.0,,,,292.0
Menard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Midland,,,,,,,,,,2.0,,,,,4.0,7.0,2.0,1.0,7.0,5.0,,1.0,3.0,2.0,16.0,8.0,,,,,5.0,1.0,3.0,5.0,3.0,,1.0,7.0,13.0,,1.0,,,,,,,,1.0,1.0,28.0,,,5.0,16.0,,2.0,,,,,,,3.0,5.0,,,,1.0,4.0,,2.0,,3.0,1.0,,2.0,,,,,13.0,25.0,1.0,2.0,,1.0,,2.0,,7.0,,,,3.0,,1.0,1.0,10.0,3.0,,5.0,,3.0,,,,,,1.0,1.0,3.0,,,,1.0,,,,,,2.0,,2.0,1.0,,,,,,,1.0,2.0,,,,3.0,4.0,,,2.0,,,1.0,10.0,98.0,23.0,19.0,58.0,,,3.0,2.0,6.0,,7.0,,,4.0,,1.0,,,,1.0,4.0,6.0,,,,514.0
Milam,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,2.0,,,1.0,3.0,,,,3.0,4.0,,,,,,,,,,1.0,,1.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,4.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,13.0,1.0,1.0,6.0,,,,,2.0,,1.0,,,3.0,,,,,,,,,,,,69.0
Mills,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,2.0,1.0,,,,,,,,,,,,,,,,,9.0,,,1.0,5.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6.0,,3.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,51.0
Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
Montague,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,5.0,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,1.0,1.0,6.0,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,47.0
Montgomery,4.0,24.0,3.0,2.0,,32.0,16.0,14.0,27.0,27.0,17.0,2.0,,1.0,59.0,65.0,3.0,45.0,70.0,11.0,5.0,13.0,42.0,11.0,108.0,11.0,,,,6.0,80.0,18.0,48.0,68.0,8.0,16.0,2.0,107.0,140.0,,1.0,,1.0,1.0,9.0,,2.0,5.0,25.0,18.0,104.0,2.0,1.0,66.0,229.0,,8.0,,6.0,,6.0,1.0,,18.0,28.0,1.0,,,17.0,33.0,5.0,63.0,1.0,32.0,10.0,5.0,5.0,3.0,,,12.0,241.0,358.0,1.0,90.0,24.0,53.0,3.0,10.0,,97.0,4.0,10.0,1.0,11.0,4.0,23.0,,21.0,6.0,,23.0,1.0,28.0,,,3.0,1.0,34.0,10.0,45.0,62.0,4.0,,7.0,26.0,9.0,,9.0,16.0,,17.0,,24.0,88.0,,,,21.0,1.0,31.0,20.0,57.0,3.0,,,84.0,65.0,3.0,,3.0,,3.0,11.0,120.0,1749.0,454.0,301.0,1834.0,1.0,,20.0,8.0,74.0,1.0,47.0,,3.0,116.0,16.0,14.0,2.0,,1.0,20.0,23.0,48.0,,,,8341.0
Moore,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,6.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,23.0
Morris,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,19.0
Motley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Nacogdoches,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,8.0,1.0,,,,,,,,,,1.0,1.0,3.0,,,2.0,6.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,9.0,,2.0,,1.0,,1.0,,7.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,4.0,,,,,,1.0,2.0,25.0,8.0,3.0,20.0,,,,,5.0,,2.0,,,1.0,,,,,,,1.0,2.0,,,,136.0
Navarro,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,2.0,,2.0,4.0,,1.0,,1.0,2.0,,1.0,,,,,,,,2.0,,4.0,,,3.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,27.0,6.0,1.0,14.0,,,,,3.0,,2.0,,,,,,,,,,,1.0,,,,103.0
Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0
Nolan,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,13.0
Nueces,,4.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,9.0,7.0,,12.0,12.0,2.0,1.0,2.0,9.0,3.0,12.0,4.0,,,1.0,2.0,15.0,6.0,12.0,18.0,2.0,1.0,3.0,23.0,38.0,,4.0,,,,5.0,,,2.0,7.0,5.0,21.0,,13.0,15.0,37.0,,4.0,,1.0,1.0,,,,4.0,7.0,,,,12.0,8.0,2.0,11.0,,12.0,6.0,,,,,,2.0,28.0,54.0,,16.0,6.0,9.0,,3.0,,39.0,,,,3.0,,1.0,,4.0,3.0,,6.0,,2.0,,,,1.0,5.0,1.0,4.0,6.0,,,3.0,5.0,1.0,,1.0,,,14.0,,6.0,14.0,,,,2.0,,5.0,1.0,2.0,,,,10.0,8.0,,,1.0,,,2.0,25.0,342.0,61.0,42.0,241.0,,,2.0,2.0,26.0,,19.0,,1.0,25.0,1.0,1.0,,,1.0,,5.0,6.0,,,,1450.0
Ochiltree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,7.0
Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Orange,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,3.0,5.0,1.0,,,5.0,7.0,,1.0,,,,,,,,1.0,2.0,4.0,,,1.0,9.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,11.0,,4.0,,3.0,,1.0,,8.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,5.0,33.0,12.0,7.0,25.0,,,,,,,,,,1.0,,,,,,,,,,,,165.0
Palo Pinto,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,5.0,2.0,,2.0,,,,,,,1.0,2.0,2.0,8.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,5.0,7.0,,7.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,66.0
Panola,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,2.0,,2.0,,,,,,,1.0,,,2.0,,,1.0,,,,1.0,,,,,29.0
Parker,3.0,,4.0,,1.0,6.0,5.0,4.0,,4.0,2.0,,,,2.0,8.0,,8.0,12.0,,1.0,3.0,7.0,4.0,14.0,1.0,,,2.0,2.0,24.0,6.0,10.0,18.0,2.0,1.0,,34.0,20.0,,,,,,5.0,,,1.0,5.0,6.0,29.0,,1.0,19.0,56.0,,2.0,,,,,,,3.0,7.0,1.0,,,7.0,11.0,2.0,8.0,,,3.0,1.0,,,,,1.0,10.0,34.0,,13.0,10.0,3.0,1.0,4.0,2.0,15.0,,1.0,,,1.0,1.0,,4.0,2.0,,2.0,,4.0,,,,,4.0,1.0,1.0,4.0,2.0,,1.0,3.0,3.0,,1.0,,,3.0,,8.0,17.0,,,,,,5.0,3.0,5.0,,,,21.0,7.0,,,2.0,,,,16.0,259.0,78.0,43.0,268.0,,,5.0,3.0,19.0,1.0,10.0,1.0,1.0,23.0,4.0,1.0,2.0,,,4.0,5.0,14.0,,,,1331.0
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,12.0
Polk,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,2.0,4.0,,,,8.0,4.0,,,,,,,,1.0,,4.0,2.0,3.0,,,5.0,6.0,,,,1.0,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,1.0,,,,,4.0,22.0,,4.0,,2.0,,,,6.0,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,2.0,,1.0,2.0,,,,1.0,,,,,,,,1.0,2.0,,,,,,,5.0,33.0,13.0,5.0,23.0,,,,,6.0,,3.0,,,,1.0,1.0,,,,,,1.0,,,,194.0
Potter,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,6.0,,,,,,3.0,2.0,4.0,3.0,,3.0,1.0,7.0,8.0,,,,,,1.0,,,,1.0,8.0,11.0,,,14.0,9.0,,6.0,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,3.0,9.0,,1.0,,1.0,,2.0,,11.0,,1.0,,,,,,5.0,,,,,4.0,,,,,,,,2.0,,,1.0,1.0,,,,1.0,,3.0,,1.0,7.0,,,,1.0,,,,,,,,3.0,,,,,,,,9.0,55.0,15.0,6.0,29.0,,,2.0,,9.0,,7.0,,,3.0,,1.0,,,,1.0,,,,,,291.0
Presidio,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,13.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,2.0,3.0,5.0,,,,,,,3.0,,,1.0,,,,,,,,1.0,,,,44.0
Randall,,,,,,6.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,2.0,,4.0,,,,1.0,,2.0,1.0,4.0,12.0,,,,26.0,5.0,,,,,,2.0,,1.0,,3.0,2.0,9.0,,,6.0,23.0,,,,1.0,,,,,1.0,3.0,,,,4.0,1.0,2.0,4.0,,1.0,,1.0,,,,,,4.0,11.0,,3.0,1.0,1.0,,2.0,,18.0,,,,1.0,,1.0,,10.0,3.0,,,,4.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,4.0,10.0,,,,,,3.0,,2.0,,,,7.0,3.0,,,,,,4.0,15.0,125.0,33.0,29.0,91.0,,,1.0,1.0,23.0,,14.0,,1.0,19.0,1.0,1.0,,,1.0,,3.0,1.0,,,,587.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,11.0
Reeves,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,23.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,10.0
Robertson,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,24.0
